Hajgiri	ஹாஜ்கிரி
Buqayrah	புகாய்ரா
Rehana	ரெஹானா
Hum	ஹம்
Do	தோ
Daku	தாக்கு
Eicher	ஐச்சர்
Lauderdale	லாடெர்டேல்
Percy	பெர்சி
Lierre	லியெர்
Ghanauli	கனௌலி
Mathura	மதூரா
Matthew	மாத்யூ
Hoggard	ஹோக்கார்ட்
Chaubees	சௌபீஸ்
Ghante	கண்டே
Praneet	ப்ரனீத்
Mekhalin	மேகலின்
Umar	உமர்
Gul	குல்
Saarang	சாரங்
Waqt	வக்த்
Waqt	வக்த்
Ki	கி
Baat	பாத்
Allaudin	அலாவுதின்
Ka	கா
Beta	பேட்டா
Tirucherai	திருச்சேரை
Dhindsa	திண்ட்ஸா
Khushboo	குஷ்பு
San	சான்
Jacinto	ஜாசின்டோ
Hind	ஹிந்த்
Oil	ஆயில்
Explor	எக்ஸ்ப்ளோர்
Bhuvan	புவன்
Anantpur	அனன்த்பூர்
Gunung	குனுங்
Gede	கீடே
Pangrango	பங்ரங்கோ
Bhaarat	பாரத்
Nishtha	நிஷ்தா
Marathi	மராத்தி
Alan	அலன்
Butcher	பட்சர்
Shyamasri	ஷியாமஸ்ரீ
Suren_dar	சுரேந்தர்
Elvis	எல்விஸ்
Presley	ப்ரெஸ்லி
Jheel	ஜீல்
Ke	கே
Us	உஸ்
Paar	பார்
Clemenceau	கிளிமென்சியா
Deevaan	தீவன்
Moles	மோல்ஸ்
Nityanath	நித்யநாத்
Shyaamalataa	ஷியாமலதா
Uppar	உப்பார்
Reservoir	ரிசர்வாயர்
Abhilashaa	அபிலாஷா
Wyeth	வியத்
STATS	ஸ்டேட்ஸ்
ChipPAC	சிப்பாக்
The	த
afternoon	ஆஃப்டர்னூன்
Robert	ராபர்ட்
Mitcham	மிட்சாம்
Millionaire	மில்லியனேர்
Suparn	சுபர்ன்
Balsamand	பல்சாமண்ட்
Bhagavat	பகவத்
Laparwah	லபாவாஹ்
Filght	ஃபிளைட்
To	டு
Assam	அஸாம்
Aud	ஔத்
Roshni	ரோஷ்னி
Maroke	மரோகே
Sonakshi	சோனாக்ஷி
Hamara	ஹமாரா
Desh	தேஷ்
O^kaar	அவ்கார்
Jethani	ஜெதானி
Nilima	நீலிமா
Studio	ஸ்டூடியோ
Museum	மியூஸியம்
in	இன்
Harlen	ஹார்லென்
Aap	ஆப்
Ka	கா
Pyar	பியார்
Phool	ஃப்பூள்
Aur	அவுர்
Insaan	இன்சான்
Agra	ஆக்ரா
Cantonment	கண்டோன்மெண்ட்
Thambalahalli	தம்பலஹல்லி
Reservoir	ரிசர்வாயர்
Athena	ஏதேனா
Clarence	கிளாரென்ஸ்
Somkanta	சோம்கந்தா
Ram	ராம்
Vivah	விவாஹ்
Bhrashtachar	பிரஷ்டசார்
Bev	பெவ்
Congdon	காங்டன்
Lloyd	லாய்ட்
Bridges	ப்ரிட்ஜஸ்
Foolwati	ஃபூல்வாதி
Aadharshila	ஆதர்ஷிலா
Mutha	மூட்டா
Saheli	சஹேலி
Jennica	ஜெனிகா
Boond	பூண்ட்
Jo	ஜோ
Ban	பன்
Gayee	கயீ
Moti	மோடி
Crédit	கிரெடிட்
Agricole	அக்ரிகோல்
Nottingham	நாட்டிங்காம்
Trent	ட்ரெண்ட்
University	யூனிவர்சிட்டி
National	நேஷனல்
Medal	மெடல்
of	ஆஃப்
Technology	டெக்னாலஜி
Parvin	பர்வின்
Euridice	இயுரிதிஸ்
Khufia	குஃப்பியா
Mahal	மஹால்
Tapti	தபதி
Purna	பூர்ணா
Mort	மார்ட்
Kevina	கெவினா
Gohpur	கோஹ்பூர்
Johan	ஜோஹன்
Straus	ஸ்ட்ராஸ்
Batch	பேட்ச்
Kevalkishore	கேவால்கிஷோர்
Southern	சதர்ன்
sea	சீ
Insaan	இன்சான்
Dhanera	தனேரா
Alan	அலன்
Igglesden	இக்லெஸ்டென்
China	சீனா
Medical	மெடிக்கல்
Technologies	டெக்னாலஜீஸ்
Kirloskar	கிர்லோஸ்கர்
Bros	ப்ரதர்ஸ்
Sigourney	சிகோர்னி
Weaver	வீவர்
Woody	உட்டி
Allen	ஆலன்
Dhekne	தேக்னே
Bhitiwala	பிடிவாலா
Orteig	ஆர்டீக்
Prize	ப்ரைஸ்
Bouzouki	பொசௌக்கி
Dost	தோஸ்த்
Dehrabad	தேஹ்ராபாத்
Silesian	சிலெஷியன்
War	வார்
Resham	ரேஷாம்
Ki	கி
Dori	தோரி
Fort	ஃப்போர்ட்
mandan	மான்டென்
Ceram	செரம்
Ahraura	அஹ்ரவுரா
Road	ரோட்
Jalwa	ஜால்வா
Andy	ஆன்டி
Roberts	ராபர்ட்ஸ்
Khatavkar	கதவ்கர்
Foudre	ஃப்பவ்டிர்
Gursharan	குர்ஷாரான்
Singh	சிங்
Bosch	போஷ்
Chassis	சேசிஸ்
Kaiser	கைஸர்
Friedrich	ஃபிரைட்ரிச்
III.	III.
Ankola	அங்கோலா
Kenosha	கெனோஷ
Bible	பைபிள்
Afaroze	அஃபரோஸ்
Wheelchair	வீல்சேர்
Basketball	பேஸ்கட்பால்
Randy	ராண்டி
Dum	டம்
Dum	டம்
Cantonment	கண்டோன்மெண்ட்
Glatton	கிளாட்டன்
Renata	ரெனதா
Moser	மோசர்
Baer	பியர்
Banka	பங்கா
Balachandra	பாலசந்திரா
Kandhari	கன்தாரி
Mastana	மஸ்தானா
Mashooq	மாஷூக்
Stabroeck	ஸ்டாப்ரோயெக்
Akhil	அகில்
Dhanari	தனாரி
Krodh	குரோத்
Bulerias	புலேரியாஸ்
Reshma	ரேஷ்மா
Falakata	ஃபலக்கட்டா
Puranjay	புரஞ்சய்
Quentin	குயின்டின்
Yadon	யாதோன்
Ki	கி
Zanjeeer	ஸன்ஜீர்
Badmaash	பத்மாஷ்
Bernard	பெர்னார்ட்
Julien	ஜூலியன்
Tiruvanantpuram	திருவனந்தபுரம்
Dharamdeep	தரம்தீப்
Vijayshree	விஜய்ஸ்ரீ
Jalabala	ஜலபாலா
Borkar	போர்கர்
Order	ஆர்டர்
of	ஆஃப்
Saint	செயிண்ட்
Andrew	ஆண்ட்ரூ
Vadan	வதன்
Jiyo	ஜியோ
Raja	ராஜா
Amoha	அமோஹா
State	ஸ்டேட்
Farm	பார்ம்
Insurance	இன்ஷூரன்ஸ்
Kirit	கிரித்
Shatru	ஷத்ரு
Adarsha	ஆதர்ஷி
Dibrugarh	திப்ரூகார்
Lalita	லலிதா
Baglama	பக்லாமா
Priyam	ப்ரியம்
Craig	க்ரெய்க்
Evans	இவான்ஸ்
Kundanika	குன்டனிகா
Husn	ஹஸன்
Banoo	பனூ
Pankaj	பங்கஜ்
Bank	பேங்க்
Of	ஆப்
America	அமெரிக்கா
Corporate	கார்ப்பரேட்
Centre	சென்டர்
Tazwell	டாஸ்வெல்
Navroz	நவ்ரோஸ்
Naimisharanya	நய்மிஷர்ண்ய
Unicoi	யுனிகோய்
Christian	கிறிஸ்டியன்
Akhlaaq	அக்லாக்
Devyani	தேவயாணி
Dripping	டிரிப்பிங்
Springs	ஸ்பிரிங்ஸ்
Community	கம்யுனிட்டி
Fellowship	பெல்லோஷிப்
Cathy	கேத்தி
Betts	பெட்ஸ்
Lilka	லில்கா
Bhavan	பவன்
Abdul	அப்துல்
zalil	ஸாலில்
Babupeth	பாபுபேட்
Koc	கோக்
Holding	ஹோல்டிங்
Bandhan	பந்தன்
Conde	கோன்ட்
Nast	நாஸ்ட்
building	பில்டிங்
P'yongyang	பியோங்கியாங்
Fort	ஃப்போர்ட்
charlotte	சார்லட்
Ridhdhi	ரித்தி
Bhawanipur	பவானிபூர்
Kalan	காலன்
Bakht	பக்த்
Maurizio	மௌரிஸியோ
Gruta	க்ரூட்டா
de	டி
Almonda	அல்மோண்டா
Alfred	ஆல்ஃபிரட்
Hitchcock	ஹிச்காக
Minna	மின்னா
Gondhalekar	கோந்தலேகர்
Sarabdev	சரப்தேவ்
Aanandmayi	ஆனந்தமாயி
Maple	மேப்பிள்
Museum	மியூஸியம்
Thea	தியா
Main	மேன்
Shadi	ஷாதி
Karne	கார்னே
Chala	சாலா
Shoaib	ஷோயப்
Akhtar	அக்தர்
Ameya	அமேயா
SUNDAY	சன்டே
Communications	கம்யூனிக்கேஷன்ஸ்
Limited	லிமிடெட்
Pati	பதி
Pawan	பாவன்
Marvi	மார்வி
Kooner	கூனெர்
Kepler	கெப்லர்
Wessels	வெஸ்ஸல்ஸ்
Painter	பெயிண்டர்
Babu	பாபு
Ghalibah	காலிபா
Fennella	ஃபெனெல்லா
Centex	சென்டெக்ஸ்
Maninder	மனிந்தர்
James	ஜேம்ஸ்
Cook	குக்
University	யூனிவர்சிட்டி
Sameera	சமீரா
Dirac	டிராக்
Prize	ப்ரைஸ்
Shivaprataap	ஷிவபிரதாப்
Bhaanumukhee	பானுமுகி
Tirath	திராத்
London	லண்டன்
Luton	லூடன்
Gujarat	குஜ்ராத்
samachar	சமாச்சர்
Sans	சான்ஸ்
Pareil	பாரேயில்
Justice	ஜஸ்டிஸ்
Chibhabha	சிபாபா
Thermax	தெர்மேக்ஸ்
Saras	சரஸ்
Williamite	வில்லியமைட்
war	வார்
in	இன்
Ireland	ஐயர்லாண்ட்
Raghad	ரகத்
Lower	லோயர்
Nirar	நிரர்
Reservoir	ரிசர்வாயர்
Dhanakwada	தனக்வாடா
Ludwig	லுத்விக்
Pinson	பின்சன்
Park	பார்க்
Baptist	பேப்டிஸ்ட்
Zimbabwe	ஜிம்பாப்வே
Piggott	பிக்காட்
Qabool	காபூல்
Wally	வாலி
Edwards	எட்வர்ட்ஸ்
Order	ஆர்டர்
of	ஆஃப்
the	தி
Crown	க்ரவுன்
Research	ரிசர்ச்
in	இன்
Motion	மோஷன்
Limited	லிமிடெட்
Sundari	சுந்தரி
Ariane	அரியான்
Aurat	ஔரத்
Teri	தேரி
Yehi	யேஹி
Kahani	கஹானி
Char	சார்
Dil	தில்
Char	சர்
Raahen	ராஹேன்
Praseodymium	பிராசியோடிமியம்
David	டேவிட்
Capel	காபெல்
Joshila	ஜோஷிலா
Bikaner	பிகான்நெர்
Handball	ஹேண்ட்பால்
Adriano	அட்ரியானோ
Pembrokeshire	பெம்ப்ரோக்‌ஷைர்
Coast	கோஸ்ட்
Suhayb	சுஹயிப்
Labrador	லாப்ரடார்
Halwarvi	ஹல்வார்வி
Sew	சியூ
Shivnarine	ஷிவ்நாராய்ண்
Orchid	ஆர்க்கிட்
Chemical	கெமிக்கல்
Yadon	யாதோன்
Ki	கி
Kasam	கஸம்
Martha	மார்தா
Stewart	ஸ்டூவர்ட்
Barchi	பார்ச்சி
Road	ரோட்
Khatkadkala	காட்காட்கலா
Yvonne	யுவோன்
Bahadur	பஹதுர்
Lutera	லுதேரா
Anuva	அனுவா
Nafisah	நஃபீஸா
Sahalpur	சஹல்பூர்
Trevor	ட்ரெவோர்
Madondo	மடோண்டோ
World	வோர்ல்ட்
Heart	ஹார்ட்
Corporation	கார்ப்பரேஷன்
Kaneez	கனீஸ்
Jalaja	ஜலஜா
Mera	மேரா
Dost	தோஸ்த்
Husnee	ஹுஸ்னீ
Abdul	அப்துல்
qahhar	கஹ்ஹர்
Abhinandaa	அபினான்தா
Locket	லாக்கெட்
Wilona	விலோனா
Beraham	பெராஹம்
Daku	தாக்கு
Webster	வெப்ஸ்டர்
Asuncion	அசுன்சியன்
Jabalpur	ஜபல்பூர்
BackWeb	பேக்வெப்
Technologies	டெக்னாலஜீஸ்
Doyel	டோயல்
Chris	கிரிஸ்
Read	ரீட்
Soin	சோயின்
Nitsa	நித்ஸா
Bhuvan	புவன்
Shome	ஷோம்
Indranuj	இந்திரானுஜ்
Haren_dr	ஹரேந்தர்
Chlorine	க்லோரின்
Lloyds	லாய்ட்ஸ்
Steel	ஸ்டீல்
Baudh	பவுத்
Chhoti	சோட்டி
Si	சி
Baat	பாத்
Bahaadur	பஹதூர்
Kumari	குமாரி
Abdul	அப்துல்
hayy	யேய்
Noor	நூர்
Jataa	ஜடா
shankaree	ஷங்கரி
Gamini	காமினி
Wickremasinghe	விக்ரமசிங்கே
Sarnath	சார்நாத்
David	டேவிட்
Carpenter	கார்பெண்டர்
Pitamah	பிதாமஹ்
United	யுனைடெட்
Western	வெஸ்டர்ன்
Government	கவர்ன்மெண்ட்
Model	மாடல்
Higher	ஹையர்
Secondary	செகண்டரி
School,	ஸ்கூல்,
Thiruvananthapuram	திருவனந்தபுரம்
Khosha	கோஷா
Park	பார்க்
Place	பிளேஸ்
Baptist	பேப்டிஸ்ட்
Ryugyong	ரியுக்யோங்
Hotel	ஹோட்டல்
Bal	பால
Bharati	பாரதி
Public	பப்ளிக்
School	ஸ்கூல்
Jhootha	ஜூதா
Sach	சச்
Ghufran	குஃப்ரன்
Jane	ஜானே
Bhi	பி
Do	தோ
Yaaron	யாரோன்
Chandrika	சந்திரகா
Khwaja	க்வாஜா
Mir	மிர்
Dard	தார்த்
Carry	கேரி
Grant	கிராண்ட்
Bhoot	பூத்
Mera	மேரா
Saathi	சாதி
French	ஃப்ரெஞ்ச்
Open	ஓபன்
champions	சாம்பியன்ஸ்
Jagran	ஜக்ரன்
Julfikar	ஜுல்ஃபிகர்
The	தி
Australian/Vogel	ஆஸ்ட்ரேலியன்/வோகல்
Literary	லிட்ரரி
Award	அவார்ட்
Adie	ஆடி
Wachovia	வாசோவியா
Corp	கார்ப்
Fort	ஃப்போர்ட்
bliss	பிலிஸ்
Abdul	அப்துல்
nasir	நாஸிர்
Baahi	பாஹி
Dharam	தரம்
Kanta	காந்தா
Barney	பார்னே
Rogers	ரோஜர்ஸ்
Michael	மைக்கேஸ்
Papps	பாப்ஸ்
Florina	ஃப்பிளோரினா
Museum	மியூஸியம்
of	ஆஃப்
Modern	மாடர்ன்
Art	ஆர்ட்
Prix	ப்ரிக்ஸ்
de	டி
Rome	ரோம்
Boschbeek	போஷ்பீக்
fort	ஃப்போர்ட்
Tawakkal	தாவாக்கால்
Mastan	மஸ்தான்
Shah	ஷா
Saharwardy	ஸாஹார்வார்டி
Aadamkhor	ஆதம்கோர்
Massenhoven	மாஸ்ஸென்ஹோவென்
Alisa	அலிஸா
Ukhrul	உக்ரூல்
Buddy	பட்டி
Holly	ஹோலி
Patterson	பேட்டர்சன்
Thompson	தாம்சன்
Banmankhi	பன்மங்கி
Junction	ஜங்ஷன்
Rashida	ரஷிதா
Chandan	சந்தன்
Ka	கா
Palna	பால்னா
Aldona	அல்டோனா
Opera	ஓபெரா
House	ஹவுஸ்
Baghi	பாகி
Xel-ha	ஜெல்-ஹா
Lagoon	லகூன்
Conte	கான்டி
Verde	வெர்டி
Alia	அலியா
Bada	படா
Chris	கிரிஸ்
Broad	பிராட்
Kanhaiyalal	கன்ஹையால்
Ramgadia	ராம்காதியா
Sadeed	சதீத்
Ahmadnagar	அஹ்மத்நகர்
Accident	ஆக்சிடெண்ட்
Jagdeesh	ஜகதீஷ்
Shunbhanaashinee	சன்பனாஷினீ
Federal	ஃபெடரல்
