Spingarn	ಸ್ಪಿನ್‌ಗರ್ನ್
John	ಜಾನ್
Connon	ಕೊನ್ನನ್
School,	ಸ್ಕೂಲ್,
Mumbai	ಮುಂಬೈ
Alaina	ಅಲೈನಾ
Flamel	ಫ್ಲೇಮೆಲ್
Technologies	ಟೆಕ್ನಾಲಜೀಸ್
Sumantra	ಸುಮಂತ್ರಾ
Robert	ರಾಬರ್ಟ್
Bridges	ಬ್ರಿಜಸ್
Derrick	ಡೆರಿಕ್
David	ಡೇವಿಡ್
Chapel	ಚಾಪೆಲ್
Missionary	ಮಿಶನರಿ
Baptist	ಬ್ಯಾಪ್ಟಿಸ್ಟ್
Keshi	ಕೇಶಿ
Uttam	ಉತ್ತಮ್
Galva	ಗಾಲ್ವಾ
Gillespie	ಗಿಲೆಸ್ಪೀ
Mujhe	ಮುಝೆ
Vachan	ವಚನ್
Do	ದೋ
Wawona	ವೆವೋನಾ
Owais	ಒವೈಸ್
Akila	ಅಕಿಲಾ
daily	ಡೈಲಿ
Draco	ಡ್ರ್ಯಾಕೊ
Night	ನೈಟ್
Bird	ಬರ್ಡ್
Camden	ಕ್ಯಾಮ್ಡೆನ್
Copley	ಕಾಪ್ಲೆ
Medal	ಮೆಡಲ್
Arthur	ಆರ್ಥರ್
Sarakatsanoi	ಸರಕಾಸನೋಯ್
Folklore	ಫೋಕ್ಲೋರ್
Museum	ಮ್ಯೂಸಿಯಂ
Chirayinkil	ಚಿರಾಯಿನ್‌ಕಿಲ್
Escondido	ಎಸ್ಕೋಂಡಿಡೊ
Joel	ಜೋಯಲ್
Garner	ಗಾರ್ನರ್
Jiniteshnar	ಜಿನಿತೇಶನರ್
Robbie	ರಾಬೀ
Hart	ಹಾರ್ಟ್
Ivory	ಐವರಿ
Abdul	ಅಬ್ದುಲ್
matin	ಮತೀನ್
Bhadohi	ಭಡೋಹಿ
Diler	ದಿಲೇರ್
Hanwha	ಹಾನ್ವಾ
Banarasi	ಬನಾರಸೀ
Thug	ಠಗ್
Is	ಇಸ್
Paar	ಪಾರ್
Ya	ಯಾ
Us	ಉಸ್
Paar	ಪಾರ್
Kanakpriya	ಕನಕಪ್ರಿಯ
Central	ಸೆಂಟ್ರಲ್
Michigan	ಮಿಚಿಗನ್
University	ಯುನಿವರ್ಸಿಟಿ
Devar	ದೇವರ್
Bhabi	ಭಾಭೀ
Fenella	ಫೆನೆಲಾ
Kamana	ಕಾಮನಾ
Felis	ಫೆಲಿಸ್
Shelf	ಶೆಲ್ಫ್
Futuremedia	ಫ್ಯೂಚರ್‌ಮೀಡಿಯಾ
Public	ಪಬ್ಲಿಕ್
Limited	ಲಿಮಿಟೆಡ್
Company	ಕಂಪನಿ
Algiers	ಅಲ್ಜೀರ್ಸ್
Nagarjuna	ನಾಗಾರ್ಜುನಾ
Fert	ಫರ್ಟ್
Janmabhoomi	ಜನ್ಮಭೂಮಿ
Kainji	ಕೈಂಜಿ
dam	ಡ್ಯಾಮ್
Meri	ಮೇರಿ
Zubaan	ಜುಬಾನ್
Pramit	ಪ್ರಮಿತ್
Khulud	ಖುಲೂದ್
Vesuvius	ವೆಸುವಿಯಸ್
India	ಇಂಡಿಯಾ
Motor	ಮೋಟಾರ್
cycling	ಸೈಕ್ಲಿಂಗ್
George	ಜಾರ್ಜ್
Lavina	ಲವೀನಾ
Bhagwat	ಭಗವತ್
Mahima	ಮಹಿಮಾ
Prasanna	ಪ್ರಸನ್ನ
Jayawardene	ಜಯವರ್ದನೆ
Sanath	ಸನತ್
Kaluperuma	ಕಲುಪೆರುಮ
Devnath	ದೇವನಾಥ್
Krone	ಕ್ರೋನ್
Lipi	ಲಿಪಿ
Krona	ಕ್ರೋನಾ
Do	ದೋ
Premee	ಪ್ರೇಮೀ
Sajjo	ಸಜ್ಜೋ
Rani	ರಾಣಿ
Ayushmati	ಆಯುಷ್ಮತಿ
Dhadial	ಢಡಿಯಾಲ್
Bhindra	ಭಿಂಡರಾ
Carl	ಕಾರ್ಲ್
Friedrich	ಫ್ರೈಡ್‌ರಿಚ್
Gauss	ಗಾಸ್
Prize	ಪ್ರೈಜ್
Vijayaa	ವಿಜಯಾ
Shekhar	ಶೇಖರ್
Mera	ಮೇರಾ
Naam	ನಾಮ್
Fujitsu	ಫ್ಯುಜಿಟ್ಸು
Do	ದೋ
Dushman	ದಶಮನ್
Pakhewal	ಪಖೇವಾಲ್
Mandape	ಮಂಡಪೆ
Perrier	ಪೆರ್ರಿಯರ್
Comedy	ಕಾಮೆಡಿ
Award	ಅವಾರ್ಡ್
Kanta	ಕಾಂತಾ
Karunamay	ಕರುಣಾಮಯ
Hornet	ಹಾರ್ನೆಟ್
Gajraj	ಗಜರಾಜ್
Bill	ಬಿಲ್
Cosby	ಕಾಸ್ಬೀ
Chennai	ಚೆನ್ನೈ
Central	ಸೆಂಟ್ರಲ್
Bhawani	ಭವಾನೀ
Bhattacharya	ಭಟ್ಟಾಚಾರ್ಯ
Linganamakki	ಲಿಂಗನಮಕ್ಕಿ
Dam	ಡ್ಯಾಮ್
The	ದಿ
Royal	ರಾಯಲ್
Norwegian	ನಾರ್ವೇಜಿಯನ್
Order	ಆರ್ಡರ್
of	ಆಫ್
Merit	ಮೆರಿಟ್
Prakaash	ಪ್ರಕಾಶ
Comet	ಕಾಮೆಟ್
Music	ಮ್ಯೂಸಿಕ್
award	ಅವಾರ್ಡ್
Yamashiro	ಯಮಾಶಿರೊ
Maru	ಮರು
Jahan	ಜಹಾನ್
khatoon	ಖಾತೂನ್
Gangsar	ಗಂಗ್ಸಾರ್
Jaitu	ಜೈತು
Onkar	ಓಂಕಾರ್
Octavious	ಒಕ್ಟೇವಿಯಸ್
Zanna	ಜನ್ನಾ
Bhoke	ಭೋಕೆ
Dhadkan	ದಡಕನ್
Akeel	ಅಕೀಲ್
Saumarez	ಸಾಮರೆಜ್
Lilac	ಲಿಲಾಕ್
Bombay	ಬಾಂಬೆ
Talkies	ಟಾಕಿಸ್
Hindu	ಹಿಂದು
Shiela	ಶೀಲಾ
Valli	ವಲ್ಲಿ
Pickens	ಪಿಕೆನ್ಸ್
Sorcha	ಸೋರ್ಚಾ
Bhanesh	ಭಾನೇಶ್
Sukhija	ಸುಖೀಜಾ
Darban	ದರಬಾನ್
Michael	ಮೈಕೆಲ್
Mason	ಮಾಸನ್
Ahmed	ಅಹಮದ್
ar-Rifai	ಅರ್-ರಿಫಾಯ್
Yaminee	ಯಾಮಿನೀ
Saratoga	ಸರಾಟೋಗಾ
Sherwood	ಶೇರ್‌ವುಡ್
College,	ಕಾಲೇಜ್,
Nainital	ನೈನಿತಾಲ್
Dheera	ಧೀರಾ
Ammarah	ಅಮ್ಮಾರಾ
Archon	ಆರ್ಕನ್
Norbert	ನಾರ್ಬರ್ಟ್
Phillip	ಫಿಲಿಪ್
Saleem	ಸಲೀಂ
Jaffar	ಜಾಫರ್
Dheena	ಧೀನಾ
Umeed	ಉಮ್ಮೀದ್
Seanna	ಸೀನ್ನಾ
Chaitrasakha	ಚೈತ್ರಸಖ
Bajva	ಬಜ್ವಾ
Achand	ಅಚಂದ್
Chitrod	ಚಿತ್ರೋದ್
Goldsmith	ಗೋಲ್ಡ್‌ಸ್ಮಿತ್
Book	ಬುಕ್
Prize	ಪ್ರೈಜ್
Darrin	ಡ್ಯಾರಿನ್
Murray	ಮುರೇ
Khanuja	ಖನೂಜಾ
Agasti	ಅಗಸ್ತಿ
Trinity	ಟ್ರಿನಿಟಿ
Biotech	ಬಯೋಟೆಕ್
Vivien	ವಿವಿನ್
Vitran	ವಿಟ್ರಾನ್
Corporation	ಕಾರ್ಪೊರೇಶನ್
Corazon	ಕೋರೆಜೋನ್
Aquino	ಅಕ್ಯೂನೋ
Muradabad	ಮುರಾದಾಬಾದ್
Dil	ದಿಲ್
Ka	ಕಾ
Heera	ಹೀರಾ
Ajar	ಅಜರ್
Sabnis	ಸಬ್ನಿಸ್
Acharyasut	ಆಚಾರ್ಯಸುತ
Congregation	ಕಾಂಗ್ರಿಗೇಶನ್
Kyle	ಕೈಲ್
Mills	ಮಿಲ್ಲಿಸ್
Fort	ಫೋರ್ಟ್
widley	ವಿಡ್ಲೆ
Dheerendra	ಧೀರೇಂದ್ರ
Gurudwara	ಗುರುದ್ವಾರ
Doot-talai	ದೂತ್-ತಾಲೈ
Vidur	ವಿದುರ್
Reservoir	ರಿಜರ್ವಾಯರ್
Bandera	ಬಂದೇರಾ
Kuldeep	ಕುಲದೀಪ್
Barks	ಬಾರ್ಕ್ಸ್
Jaise	ಜೈಸೆ
Ko	ಕೊ
Taisa	ತೈಸಾ
Seymour	ಸೀಮೋರ್
Prokofiev	ಪ್ರೊಕೊಫೀವ್
Dak	ಡಾಕ್
Bungla	ಬಂಗಲಾ
Vinodini	ವಿನೋದಿನಿ
Cathy	ಕ್ಯಾಥಿ
Lee	ಲೀ
Gifford	ಜಿಫಾರ್ಡ್
Zensar	ಜೆನ್ಸಾರ್
Parambikulam	ಪರಂಬಿಕುಲಂ
Reservoir	ರಿಜರ್ವಾಯರ್
Jai	ಜೈ
Jagat	ಜಗತ್
Janani	ಜನನಿ
Jaureguiberry	ಜೌರೇಗ್ಯುಬೆರಿ
Sarhad	ಸರಹದ್
Bantawala	ಬಂಟ್ವಾಲಾ
Ernakulam	ಎರ್ನಾಕುಲಮ್
Junction	ಜಂಕ್ಷನ್
Abdul	ಅಬ್ದುಲ್
barr	ಬಾರ್
Elden	ಎಲ್ಡೆನ್
Barqi	ಬಾರ್ಖಿ
Rehana	ರೆಹಾನಾ
Kamalini	ಕಮಲಿನಿ
Jyoti	ಜ್ಯೋತಿ
Yadav	ಯಾದವ್
Lauderdale	ಲಾಡರ್‌ಡೆಲ್
Percy	ಪೆರ್ಸಿ
Tripurari	ತ್ರಿಪುರಾರಿ
Shabbir	ಶಬ್ಬೀರ್
Ahmed	ಅಹ್ಮದ್
Shree	ಶ್ರೀ
Satyanarayan	ಸತ್ಯನಾರಾಯಣ
Surinder	ಸುರಿಂದರ್
Khanna	ಖನ್ನಾ
Sadhan	ಸಾಧನ್
Sitamadhi	ಸೀತಾಮಢಿ
Cheer	ಚೀರ್
leading	ಲೀಡಿಂಗ್
Lola	ಲೋಲಾ
Awards	ಅವಾರ್ಡ್ಸ್
Praneet	ಪ್ರಣೀತ್
James	ಜೇಮ್ಸ್
Kirtley	ಕಿರ್ಟ್ಲೆ
Panacea	ಪನಸಿಯಾ
Biotech	ಬಯೋಟೆಕ್
Smita	ಸ್ಮಿತ
Seema	ಸೀಮಾ
Umar	ಉಮರ್
Gul	ಗುಲ್
Swimming	ಸ್ವಿಂಮಿಂಗ್
Saarang	ಸಾರಂಗ್
Wyndham	ವಿಂಧಮ್
Tirucherai	ತಿರುಚೆರೈ
Columbia	ಕೊಲಂಬಿಯಾ
river	ರಿವರ್
Vanoise	ವನೋಯ್ಸಿ
Khushboo	ಖುಶಬೂ
Cascata	ಕಸ್ಕಟಾ
Bhaarat	ಭಾರತ್
Abdul	ಅಬ್ದುಲ್
waajid	ವಾಜಿದ್
Marathi	ಮರಾಠಿ
Saharanpur	ಸಹರಾನ್ಪುರ್
Nizambad	ನಿಜಾಮಬಾದ್
Madmust	ಮದಮಸ್ತ್
Bialik	ಬಿಯಾಲಿಕ್
Prize	ಪ್ರೈಜ್
Beguine	ಬೆಜ್ಯೂನಿ
Deevaan	ದೀವಾನ್
Moles	ಮೋಲಿಸ್
Bhimana	ಭಿಮಾನಾ
Shyaamalataa	ಶ್ಯಾಮಲತಾ
Plaza	ಪ್ಲಾಜಾ
66	66
Saddam	ಸದ್ದಾಂ
Hussain	ಹುಸೇನ್
Mandakini	ಮಂದಾಕಿನಿ
Laurie	ಲಾರೀ
Williams	ವಿಲಿಯಮ್ಸ್
The	ದ
afternoon	ಆಫ್ಟರ್‌ನೂನ್
Susheet	ಸುಶೀತ್
Millionaire	ಮಿಲಿಯನರ್
Arvind	ಅರವಿಂದ್
Desai	ದೇಸಾಯಿ
Ki	ಕಿ
Ajeeb	ಅಜೀಬ್
Dastan	ದಾಸ್ತಾನ್
Squiddy	ಸ್ಕ್ವಿಡ್ಡಿ
Awards	ಅವಾರ್ಡ್ಸ್
David	ಡೇವಿಡ್
Capel	ಕೇಪೆಲ್
Susheel	ಸುಶೀಲ್
Alembic	ಅಲೆಂಬಿಕ್
Ajendra	ಅಜೇಂದ್ರ
Maroke	ಮರೋಕೆ
Imaandar	ಇಮಾನ್ದಾರ್
O^kaar	ಓಂಕಾರ್
El-saraya	ಅಲ್-ಸರಯಾ
Daku	ಡಾಕೂ
Bhupat	ಭೂಪತ್
Jethani	ಜೆಠಾನಿ
Bunny	ಬನ್ನಿ
hop	ಹಾಪ್
Graeme	ಗ್ರೇಮ್
Labrooy	ಲಬ್ರೂಯ್
Aap	ಆಪ್
Ka	ಕಾ
Pyar	ಪ್ಯಾರ್
Cincinnati	ಸಿನ್ಸಿನಾಟಿ
Players	ಪ್ಲೇಯರ್ಸ್
Phool	ಪೂಲ್
Aur	ಔರ್
Insaan	ಇನ್ಸಾನ್
Hamish	ಹಮೀಶ್
Marshall	ಮಾರ್ಷಲ್
Order	ಆರ್ಡರ್
of	ಆಫ್
the	ದ
Crown	ಕ್ರೌನ್
Commander	ಕಮಾಂಡರ್
Waseemah	ವಸೀಮಾ
Cort	ಕಾರ್ಟ್
Gurudwara	ಗುರುದ್ವಾರ
Patalpuri	ಪಾತಾಳ್‌ಪುರಿ
Caesar	ಸೀಸರ್
Fortum	ಫೋರ್ಟಮ್
Hercules	ಹರ್ಕ್ಯುಲಿಸ್
Aithal	ಐತಲ್
Lloyd	ಲಾಯ್ಡ್
Bridges	ಬ್ರಿಜಸ್
Foolwati	ಫೂಲ್‌ವತಿ
Aadharshila	ಆಧಾರಶೀಲಾ
Apoorv	ಅಪೂರ್ವ
Saheli	ಸಹೇಲಿ
Jennica	ಜೆನೀಕಾ
Bahrupiya	ಬಹರೂಪಿಯಾ
Kenilworth	ಕೆನಿಲ್‌ವರ್ತ್
Nottingham	ನಾಟಿಂಗ್‌ಹ್ಯಾಂ
Trent	ಟ್ರೆಂಟ್
University	ಯುನಿವರ್ಸಿಟಿ
National	ನ್ಯಾಶನಲ್
Medal	ಮೆಡಲ್
of	ಆಫ್
Technology	ಟೆಕ್ನಾಲಜಿ
Murdiyya	ಮುರ್ದಿಯ್ಯಾ
Graeme	ಗ್ರೀಮ್
Swann	ಸ್ವಾನ್
Tarangini	ತರಂಗಿಣಿ
Jonty	ಜಾಂಟಿ
Rhodes	ರೋಡ್ಸ್
Maritime	ಮೆರಿಟೈಮ್
Museum	ಮ್ಯೂಸಿಯಂ
of	ಆಫ್
Greece	ಗ್ರೀಸ್
Thirty	ಥರ್ಟಿ
Six	ಸಿಕ್ಸ್
Chowrangee	ಚೌರಂಗೀ
Lane	ಲೇನ್
Mort	ಮೋರ್ಟ್
Shradhanjali	ಶ್ರದ್ಧಾಂಜಲಿ
Kevina	ಕೆವಿನಾ
Hansie	ಹ್ಯಾನ್ಸೀ
Cronje	ಕ್ರೋನಿಯೆ
Najmeddin	ನಜ್ಮೆದ್ದೀನ್
Razi	ರಾಜಿ
Johan	ಜೋಹಾನ್
Straus	ಸ್ಟ್ರೌಸ್
Batch	ಬ್ಯಾಚ್
Kevalkishore	ಕೇವಲ್‌ಕಿಶೋರ್
Alan	‌ಅಲನ್
Igglesden	ಇಗ್ಲೆಸ್‌ಡನ್
Fort	ಫೋರ್ಟ್
pasir	ಪಾಸಿರ್
panjang	ಪಂಜಂಗ್
Sigourney	ಸಿಗೋರ್ನೀ
Weaver	ವೀವರ್
Hulla	ಹಲ್ಲಾ
Gulla	ಗುಲ್ಲಾ
Hamish	ಹಮೀಶ್
Anthony	ಅಂತೋನಿ
Order	ಆರ್ಡರ್
of	ಆಫ್
the	ದ
Precious	ಪ್ರೀಶಿಯಸ್
Crown	ಕ್ರೌನ್
Wasan	ವಸಣ್
Sher	ಶೇರ್
Ka	ಕಾ
Punja	ಪಂಜಾ
Dost	ದೋಸ್ತ್
Dehrabad	ದೆಹ್ರಾಬಾದ್
Silesian	ಸಿಲೆಸಿಯನ್
War	ವಾರ್
Resham	ರೇಶಮ್
Ki	ಕಿ
Dori	ಡೋರಿ
Ram	ರಾಮ್
Kasam	ಕಸಮ್
Yaachit	ಯಾಚಿತ್
Triveni	ತ್ರಿವೇಣಿ
Ataturk	ಅಟಾಟರ್ಕ್
Bidar	ಬೀದರ್
fort	ಫೋರ್ಟ್
Andy	ಆಂಡಿ
Roberts	ರಾಬರ್ಟ್ಸ್
Jalaput	ಜಾಲಪುತ್
Hindee	ಹಿಂದೀ
Kaiser	ಕೈಸರ್
Friedrich	ಫ್ರೆಡ್ರಿಕ್
III.	III.
Talakkad	ತಲಕಾಡು
Ankola	ಅಂಕೋಲಾ
General	ಜನರಲ್
Noriega	ನೋರಿಯೇಗಾ
Finn	ಫಿನ್
Aristotle	ಅರಿಸ್ಟಾಟಲ್
Anokha	ಅನೋಖಾ
Prem	ಪ್ರೇಮ್
Abdul	ಅಬ್ದುಲ್
hafeed	ಹಫೀದ್
Shri	ಶ್ರೀ
Harimandir	ಹರಿಮಂದಿರ್
Sahib,	ಸಾಹಿಬ್,
Amritsar	ಅಮೃತಸರ
(Punjab)	(ಪಂಜಾಬ್)
Cesar	ಕೇಸರ್
Gauloise	ಗೌಲೋಯ್ಸಿ
Do	ದೋ
Sholay	ಶೋಲೆ
Vedavyaas	ವೇದವ್ಯಾಸ
Tha'labah	ಥಲಾಬಾ
Randy	ರೇಂಡಿ
Khubayb	ಖುಬೇಬ್
Colin	ಕಾಲಿನ್
Stuart	ಸ್ಟುವರ್ಟ್
Moser	ಮೋಸರ್
Baer	ಬೇರ್
Orion	ಓರಿಯನ್
Eveready	ಎವರೆಡೀ
Ind	ಇಂಡ್
Na	ನಾ
Hone	ಹೋನೆ
Wali	ವಾಲೀ
Baat	ಬಾತ್
Maan	ಮಾನ್
Jaiye	ಜಾಯಿಯೆ
Margaux	ಮಾರ್ಗೌಕ್ಸ್
Liberty	ಲಿಬರ್ಟಿ
Baptist	ಬ್ಯಾಪ್ಟಿಸ್ಟ್
Nasir	ನಾಸಿರ್
Ahmed	ಅಹ್ಮದ್
Akhil	ಅಖಿಲ್
Dhanari	ಧನಾರೀ
Duniya	ದುನಿಯಾ
Meri	ಮೇರೀ
Jeb	ಜೇಬ್
Mein	ಮೇ
Aap	ಆಪ್
Ki	ಕಿ
Khatir	ಖಾತಿರ್
Naughty	ನಾಟಿ
Boy	ಬಾಯ್
Reshma	ರೇಶ್ಮಾ
Shah	ಶಾಹ
Behram	ಬೆಹರಾಮ್
Raajwade	ರಾಜವಾಡೆ
Shepherd	ಶೆಫರ್ಡ್
of	ಆಫ್
the	ದ
Valley	ವ್ಯಾಲಿ
Bible	ಬೈಬಲ್
Cher	ಚೇರ್
Dil	ದಿಲ್
Tujh	ತುಝ್
Ko	ಕೊ
Diya	ದಿಯಾ
Quentin	ಕೆಂಟಿನ್
Toor	ತೂರ್
Battice	ಬ್ಯಾಟಿಸ್
fort	ಫೋರ್ಟ್
Casper	ಕ್ಯಾಸ್ಪರ್
Community	ಕಮ್ಯುನಿಟಿ
Ghaare	ಘಾರೆ
Barwa	ಬರವಾ
Sagar	ಸಾಗರ್
Hotel	ಹೋಟೆಲ್
Burbara	ಬರ್ಬರಾ
Bush	ಬುಷ್
Baare	ಬಾರೆ
Reshma	ರೇಶಮ್
Aur	ಔರ್
Shera	ಶೇರಾ
Sulalita	ಸುಲಲಿತ
Adarshi	ಆದರ್ಶಿ
Donnelly	ಡಾನೆಲ್ಲಿ
Shrilekha	ಶ್ರೀಲೇಖಾ
Eenadu	ಈನಾಡು
Bijli	ಬಿಜಲೀ
Aur	ಔರ್
Toofan	ತೂಫಾನ್
Craig	ಕ್ರೆಗ್
Evans	ಇವನ್ಸ್
Mahadevi	ಮಹಾದೇವಿ
Rainbow	ರೈನ್‌ಬೋ
Warrior	ವಾರಿಯರ್
Hillary	ಹಿಲೆರಿ
Swank	ಸ್ವಾಂಕ್
GENETIC	ಜೆನೆಟಿಕ್
TECHNOLOGIES	ಟೆಕ್ನಾಲಜೀಸ್
Greta	ಗ್ರೆಟಾ
Francesco	ಫ್ರಾನ್ಸಿಸ್ಕೊ
Morosini	ಮೊರೊಸಿನಿ
Naimisharanya	ನೈಮಿಷಾರಾಣ್ಯ
Unicoi	ಯುನಿಕೊಯ್
Christian	ಕ್ರಿಶ್ಚಿಯನ್
Akhlaaq	ಅಖ್‌ಲಾಕ್
Jacada	ಜಕಾಡಾ
Shoaib	ಶೋಯೆಬ್
Akhtar	ಅಖ್ತರ್
Bhavan	ಭವನ್
Dollar	ಡಾಲರ್
Suchi	ಸುಚಿ
Naved	ನವೆದ್
Chanderiya	ಚಂದೇರಿಯಾ
Katrina	ಕತ್ರಿನಾ
Bandhan	ಬಂಧನ್
P'yongyang	ಪಿಯಾಂಗ್‌ಯಾಂಗ್
Fort	ಫೋರ್ಟ್
charlotte	ಚಾರ್ಲೊಟಿ
Bhawanipur	ಭವಾನಿಪುರ್
Kalan	ಕಲನ್
Maurizio	ಮೊರಿಜಿಯೊ
Barakaat	ಬಾರಾಕಾತ್
Tristan	ಟ್ರಿಸ್ಟನ್
Mustaneer	ಮುಸ್ತಾನೀರ್
Patagonian	ಪೆಟಗೋನಿಯನ್
Gupt	ಗುಪ್ತ್
Gyan	ಜ್ಞಾನ್
Post	ಪೋಸ್ಟ್
Box	ಬಾಕ್ಸ್
Maple	ಮ್ಯಾಪೆಲ್
Museum	ಮ್ಯೂಸಿಯಂ
Main	ಮೈ
Shadi	ಶಾದಿ
Karne	ಕರ್ನೆ
Chala	ಚಲಾ
Ameya	ಅಮೇಯ
SUNDAY	ಸಂಡೇ
Communications	ಕಮ್ಯೂನಿಕೇಶನ್ಸ್
Limited	ಲಿಮಿಟೆಡ್
Pati	ಪತಿ
Pawan	ಪಾವನ್
Ashby	ಆಶ್‌ಬೈ
Cemal	ಕೆಮೆಲ್
Ekma	ಎಕ್ಮಾ
Asbat	ಅಸ್ಬತ್
Creative	ಕ್ರಿಯೇಟಿವ್
Technology	ಟೆಕ್ನಾಲಜಿ
Balak	ಬಾಲಕ್
Dhruv	ಧ್ರುವ್
Keshav	ಕೇಶವ
Kepler	ಕೆಪ್ಲರ್
Wessels	ವೆಸೆಲ್ಸ್
Dimow	ದಿಮೋವ್
Rahamat	ರಹಮತ್
Magnolia	ಮ್ಯಾಗ್ನೋಲಿಯಾ
Maninder	ಮಣಿಂದರ್
Hoor	ಹೂರ್
Iqbal	ಇಕ್ಬಾಲ್
Claude	ಕ್ಲಾಡ್
Gauri	ಗೌರಿ
Shankar	ಸರಕಾರ್
Allahabad	ಅಲಹಾಬಾದ್
Junction	ಜಂಕ್ಷನ್
Dirac	ಡಿರಾಕ್
Prize	ಪ್ರೈಜ್
Raquetball	ರಾಕೆಟ್‌ಬಾಲ್
Baidu.com	ಬಾಯ್ದು.ಕಾಂ
Amaanda	ಅಮಾಂಡಾ
Dasuha	ದಸೂಹಾ
Sans	ಸ್ಯಾನ್ಸ್
Pareil	ಪೆರಿಲ್
Anuppur	ಅನುಪುರ್
Junction	ಜಂಕ್ಷನ್
Achyutray	ಅಚ್ಯುತರಾಯ
Deabia	ದೀಬಿಯಾ
Ranchandi	ರಣಚಂಡಿ
Ajeebaah	ಅಜೀಬಾ
Thermax	ಥರ್ಮ್ಯಾಕ್ಸ್
Williamite	ವಿಲಿಯಮೈಟ್
war	ವಾರ್
in	ಇನ್
Ireland	ಐರ್ಲ್ಯಾಂಡ್
Raghad	ರಘಡ್
Gambhiri	ಗಂಭೀರೀ
Road	ರೋಡ್
Nizzar	ನಿಜಾರ್
Roger	ರೋಗರ್
Woolley	ವೂಲೆ
Nancy	ನ್ಯಾನ್ಸಿ
Great	ಗ್ರೇಟ್
Barrier	ಬ್ಯಾರಿಯರ್
Gardner	ಗಾರ್ಡನರ್
Memorial	ಮೆಮೋರಿಯಲ್
United	ಯುನೈಟೆಡ್
Methodist	ಮೆಥೋಡಿಸ್ಟ್
Prajasrij	ಪ್ರಜಾಸೃಜ
Jaladhip	ಜಲದೀಪ್
Research	ರಿಸರ್ಚ್
in	ಇನ್
Motion	ಮೋಷನ್
Limited	ಲಿಮಿಟೆಡ್
China's	ಚೈನಾಸ್
Great	ಗ್ರೇಟ್
Wall	ವಾಲ್
Museum	ಮ್ಯೂಸಿಯಂ
Char	ಚಾರ್
Dil	ದಿಲ್
Char	ಚಾರ್
Raahen	ರಾಹೇ
Garma	ಗರಮ್
Garam	ಗರಮ್
Historical	ಹಿಸ್ಟಾರಿಕಲ್
and	ಅಂಡ್
Folklore	ಫೋಕ್ಲೋರ್
Museum	ಮ್ಯೂಸಿಯಂ
of	ಆಫ್
Corinth	ಕಾರ್ನಿತ್
Joshila	ಜೋಶಿಲಾ
Bikaner	ಬಿಕಾನೇರ್
Handball	ಹ್ಯಾಂಡ್‌ಬಾಲ್
Adriano	ಅಡ್ರಿಯಾನೊ
Louisiana	ಲೂಯಿಸಿಯಾನಾ
Harishchandra	ಹರಿಶ್ಚಂದ್ರ
Aurat	ಔರತ್
Aur	ಔರ್
Patthar	ಪತ್ಥರ್
Vijite^driy	ವಿಜಿತೇಂದ್ರಿಯಾ
Pembrokeshire	ಪೆಂಬ್ರೋಕೆಶೈರ್
Coast	ಕೋಸ್ಟ್
Suhayb	ಸುಹೇಬ್
Sukant	ಸುಕಾಂತ್
Sanchi	ಸಾಂಚಿ
Stupa	ಸ್ತೂಪ
Mojave	ಮೋಜಾವೆ
Sew	ಶಿವ್
Shivnarine	ಶಿವನಾರಾಯಣ್
Yadon	ಯಾದೋ
Ki	ಕಿ
Kasam	ಕಸಮ್
Abhyuday	ಅಭ್ಯುದಯ್
Barchi	ಬರ್ಚಿ
Road	ರೋಡ್
Nallur	ನಲ್ಲೂರು
Kandaswamy	ಕಂದಸ್ವಾಮಿ
Pyar	ಪ್ಯಾರ್
Ki	ಕೀ
Dastan	ದಾಸ್ತಾನ್
Nafisah	ನಫೀಶಾ
Dolly	ಡಾಲಿ
Parton	ಪಾರ್ಟನ್
Sahalpur	ಸಾಹಲ್‌ಪುರ್
Foster	ಫೋಸ್ಟರ್
Wheeler	ವೀಲರ್
Norma	ನಾರ್ಮಾ
Fleck	ಫ್ಲೆಕ್
Award	ಅವಾರ್ಡ್
Trevor	ಟ್ರೆವರ್
Madondo	ಮರ್ಡೊಂಡೊ
Iqtidar	ಇಕ್ತಿದಾರ್
Gulzarilal	ಗುಲ್ಜಾರಿಲಾಲ್
Abdul	ಅಬ್ದುಲ್
qahhar	ಕಹಾರ್
Abhinandaa	ಅಭಿನಂದಾ
Dharti	ಧರತೀ
Kahe	ಕಹೆ
Pukar	ಪುಕಾರ್
Ke	ಕೆ
Beraham	ಬೆರಹಮ್
Daku	ಡಾಕು
Abdul	ಅಬ್ದುಲ್
mughanee	ಮುಗಾನಿ
Webster	ವೆಬ್‌ಸ್ಟರ್
Bahauddin	ಬಹಾವುದ್ದೀನ್
Yaajak	ಯಾಜಕ್
Jabalpur	ಜಬಲ್ಪುರ್
Doyen	ಡೊಯನ್
Stash	ಸ್ಟಾಶ್
Sokhal	ಸೋಖಲ್
Noor	ನೂರ್
Jahan	ಜಹಾಂ
Gerald	ಗೆರಾಲ್ಡ್
Whenham	ವೆನ್‌ಹ್ಯಾಮ್
Chlorine	ಕ್ಲೋರಿನ್
Lloyds	ಲಯಾಡ್ಸ್
Steel	ಸ್ಟೀಲ್
Sumnah	ಸುಮ್ನಾ
Bahaadur	ಬಹಾದುರ್
Gondia	ಗೊಂಡಿಯಾ
Junction	ಜಂಕ್ಷನ್
